0,19,9
0,19,9
0,19,7
0,17,7
0,14,5
0,12,7
0,14,5
0,17,7
0,18,8
0,18,9
0,18,9
0,18,8
0,17,8
0,21,7
0,20,9
0,20,9
0,19,10
0,18,11
0,18,10
0,20,10
0,20,11
0,20,12
0,19,12
0,18,12
0,18,11
0,18,11
0,19,11
0,20,10
0,19,10
0,18,10
0,18,9
0,19,9
0,17,8
1,18,7
1,19,8
1,20,8
1,21,8
1,21,9
1,21,10
1,21,11
1,21,12
1,21,13
1,20,13
1,19,13
1,18,13
1,20,7
1,19,6
2,18,6
2,17,6
2,16,6
2,15,6
2,14,6
2,13,6
2,13,5
2,12,5
2,12,6
2,11,6
2,11,7
2,13,7
2,13,8
2,12,8
3,15,5
3,16,5
3,17,5
3,18,5
3,19,5
3,20,6
3,21,6
3,16,7
3,15,7
3,14,7
3,14,8
3,14,9
3,13,9
3,12,9
4,11,8
4,11,9
4,10,9
4,10,8
4,10,7
4,10,6
4,10,5
4,11,5
4,11,4
4,12,4
4,13,4
4,13,3
4,14,3
4,14,2
4,15,2
4,15,3
4,16,3
5,14,4
5,15,4
5,16,4
5,17,4
5,17,3
5,18,3
5,18,4
5,19,4
5,20,4
5,20,5
6,21,5
6,16,8
6,15,8
6,15,9
6,16,9
6,17,9
6,17,10
6,16,10
6,22,10
6,22,9
6,22,8
6,22,7
6,23,7
6,23,8
6,23,9
6,16,8
7,14,10
7,13,10
7,12,10
7,11,10
7,10,10
7,17,13
7,17,12
7,17,11
7,16,2
7,17,2
7,18,2
7,19,3
7,17,2
7,14,6
7,17,6
7,15,7
0,15,10
0,15,11
0,16,11
0,16,12
0,16,12
0,16,12
0,15,12
0,14,11
1,14,12
1,14,11
1,15,12
1,15,12
1,15,12
1,13,11
1,13,12
1,15,12
1,15,13
1,16,12
1,16,13
1,15,13
1,16,13
0,16,13
1,16,13
0,16,13
1,16,13
0,16,13
0,16,13
1,16,13
1,16,13
0,19,14
0,19,14
0,19,14
0,19,14
1,20,14
1,21,14
0,18,14
1,17,14
1,16,14
0,15,14
0,14,14
0,14,13
0,13,13
0,13,13
0,13,13
0,13,13
0,14,13
0,14,13
0,14,14
0,14,14
0,12,11
0,12,12
0,11,12
0,11,11
1,10,11
1,10,12
1,10,13
3,11,13
3,12,13
3,12,14
3,13,14
4,22,11
5,23,10
6,23,6
6,22,6
6,22,5
7,21,4
7,21,4
7,21,3
7,20,3
7,20,2
0,9,7
0,9,8
0,9,9
1,9,10
1,9,11
2,8,10
2,8,9
2,8,8
2,8,7
2,9,6
2,9,5
3,10,4
3,9,4
3,11,3
3,12,3
3,12,2
4,13,2
4,13,1
4,12,1
5,11,1
5,11,2
5,10,2
6,14,1
6,15,1
6,10,3
6,9,3
6,9,2
6,10,1
6,10,1
6,9,1
6,14,5
7,8,4
7,8,5
7,8,6
7,7,6
7,7,7
7,7,8
7,7,10
7,7,9
7,7,11
0,7,5
0,6,5
0,6,4
0,7,4
1,7,4
2,6,4
3,6,5
0,6,4
1,6,4
2,6,4
3,6,4
3,7,4
3,7,5
3,8,5
3,8,4
3,8,6
3,6,6
3,5,6
3,5,5
3,5,4
3,6,3
3,7,3
3,8,3
3,9,3
3,9,4
3,9,5
3,9,6
4,9,3
5,9,3
6,9,3
7,28,13
7,28,12
7,28,11
7,28,10
7,28,9
7,28,8
3,27,8
3,27,9
3,26,9
3,26,8
3,26,7
3,27,7
3,28,7
3,29,7
3,29,8
3,30,8
3,29,9
3,30,9
3,30,7
3,29,6
3,28,6
3,27,6
3,28,8
7,27,12
0,26,12
0,27,12
1,27,12
1,26,12
2,27,12
2,26,12
2,26,13
2,27,13
2,27,14
2,26,14
2,28,14
2,29,14
2,29,13
2,29,12
2,30,12
2,30,13
2,30,14
2,31,14
2,31,13
2,31,12
2,29,11
2,30,11
2,27,11
2,26,11
2,25,12
2,25,13
2,25,14
2,26,15
2,27,15
2,28,15
2,29,15
2,30,15
3,25,11
4,25,11
5,25,11
6,25,11
6,24,11
6,24,12
6,24,13
6,24,14
6,25,15
6,24,15
6,25,16
6,24,16
6,26,16
6,27,16
6,28,16
6,29,16
6,30,16
6,31,15
6,31,16
6,31,11
6,31,10
6,30,10
6,29,10
6,27,10
6,26,10
6,25,10
6,24,10
6,23,11
6,23,12
6,23,13
6,23,15
6,23,15
6,23,14
6,23,16
6,24,17
6,25,17
6,26,17
6,27,17
6,28,17
6,29,17
6,30,17
6,31,17
7,3,6
1,3,7
1,4,7
1,4,6
1,4,5
1,2,5
1,2,5
1,2,7
1,2,7
1,2,6
1,3,5
0,22,3
0,23,3
0,23,4
0,22,4
0,24,4
0,25,4
0,35,4
0,34,3
0,34,3
0,34,4
0,33,4
0,33,3
0,37,3
0,37,5
0,37,7
0,37,9
0,22,3
0,31,10
0,32,10
0,33,10
0,34,10
0,36,10
0,22,4
0,23,4
0,35,9
0,37,9
0,35,9
0,36,8
0,35,8
0,35,7
0,36,7
0,37,7
0,37,7
0,22,3
0,36,7
0,37,7
0,37,8
0,36,7
0,37,7
0,37,6
0,37,5
0,36,5
0,35,5
0,35,4
0,34,4
0,34,5
0,22,4
0,36,6
0,35,6
0,33,9
0,33,8
0,32,8
0,32,9
0,31,9
0,31,8
0,30,8
0,30,9
0,23,4
0,22,4
0,17,10
0,18,16
0,18,15
0,17,15
0,19,18
0,20,18
0,21,18
0,17,8
0,17,7
0,31,13
0,31,12
0,31,11
0,31,10
0,32,10
0,32,11
0,32,12
0,32,13
0,32,14
