Fill,6
1,28,12,0
7,0,-8,0
7,-2,-28,0
7,0,-34,0
7,-1,-30,0
0,-3,-33,0
2,1,-4,0
1,33,11,0
7,-2,-7,0
5,29,1,0
4,19,5,0
7,-2,-17,0
5,7,-24,0
2,27,16,0
5,14,0,0
6,21,10,0
1,5,-21,0
0,4,-29,0
5,13,2,0
2,18,7,0
5,5,-3,0
4,19,14,0
2,23,17,0
4,15,15,0
1,3,10,0
0,-8,-20,0
1,9,16,0
4,20,4,0
0,-7,-26,0
1,11,16,0
7,0,-12,0
0,-6,-30,0
5,21,21,0
5,34,9,0
0,4,-18,0
2,-4,1,0
2,17,9,0
0,21,2,0
4,11,8,0
5,6,-19,0
1,-5,-25,0
2,-3,3,0
4,12,6,0
0,-1,7,0
1,32,15,0
6,24,13,0
1,3,9,0
5,17,20,0
0,2,-24,0
7,0,-23,0
1,-2,5,0
2,-3,-1,0
3,28,5,0
0,-3,-20,0
0,16,11,0
1,4,7,0
1,18,18,0
1,-1,10,0
2,20,16,0
0,6,13,0
4,12,14,0
2,26,9,0
10,16,11,1
16,26,9,2
7,27,7,0
7,5,5,0
7,0,-6,0
1,28,10,0
2,0,0,0
6,25,11,0
0,-3,-31,0
1,29,10,0
3,29,3,0
5,4,-5,0
2,1,-2,0
7,-2,-26,0
7,-2,-5,0
5,7,-22,0
2,19,7,0
5,28,21,0
5,14,2,0
16,27,14,2
5,30,2,0
0,-8,-22,0
0,15,13,0
1,1,-30,0
0,13,4,0
5,15,0,0
0,3,-20,0
2,19,16,0
1,23,19,0
0,13,10,0
2,-5,1,0
2,-4,-1,0
5,9,18,0
2,27,14,0
7,-2,-15,0
2,18,9,0
4,11,14,0
0,20,2,0
5,14,19,0
5,2,-15,0
2,25,9,0
5,-9,-29,0
0,-7,-28,0
2,-4,3,0
7,0,-14,0
4,11,6,0
5,8,18,0
5,8,-2,0
5,3,-31,0
1,-5,-27,0
0,4,-27,0
5,6,-17,0
5,-3,5,0
0,12,4,0
1,-1,9,0
1,32,17,0
0,2,-26,0
5,-7,-17,0
7,0,-25,0
1,-2,7,0
1,18,16,0
3,28,3,0
2,2,-2,0
4,9,8,0
1,12,16,0
0,26,7,0
1,4,9,0
5,4,-16,0
6,20,14,0
5,6,15,0
5,29,21,0
0,16,13,0
1,-5,-16,0
6,24,11,0
4,10,8,0
1,5,7,0
7,27,5,0
7,0,-30,0
6,25,13,0
1,28,16,0
5,2,-33,0
1,26,20,0
1,4,1,0
7,6,5,0
7,0,-4,0
1,-4,-27,0
5,34,11,0
5,7,3,0
7,-2,-3,0
1,33,15,0
7,3,3,0
7,-1,-19,0
7,-1,-7,0
5,19,1,0
5,-6,1,0
5,10,18,0
5,8,1,0
5,30,4,0
0,2,5,0
6,21,14,0
1,5,-25,0
0,1,-32,0
1,-4,-16,0
6,23,13,0
5,15,19,0
3,13,12,0
0,18,3,0
0,6,-28,0
1,19,18,0
2,-5,3,0
2,-4,-3,0
0,3,-22,0
0,25,7,0
0,11,12,0
0,1,9,0
0,11,4,0
0,6,-26,0
4,17,5,0
8,17,5,1
1,8,16,0
5,-4,5,0
1,29,19,0
2,24,9,0
0,-5,-29,0
